year,quarter,period_end,region_code,org_code,org_name,sector,available_beds,occupied_beds,occupancy_rate
2025-26,Q3,December,Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,General & Acute,1206.4782608695652,1156.4021739130435,95.8493999783776
2025-26,Q3,December,Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,General & Acute,1352.4130434782608,1200.4021739130435,88.76002636189743
2025-26,Q3,December,Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,General & Acute,653.1086956521739,646.5869565217391,99.00143128182938
2025-26,Q3,December,Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,General & Acute,1529.7608695652175,1455.5869565217392,95.15127399849365
2025-26,Q3,December,Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,General & Acute,95.0,83.29347826086956,87.67734553775743
2025-26,Q3,December,Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,General & Acute,22.5,13.630434782608695,60.57971014492753
2025-26,Q3,December,Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,General & Acute,158.0,116.21739130434783,73.55531095211887
2025-26,Q3,December,Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",General & Acute,937.0,823.9021739130435,87.92979444109322
2025-26,Q3,December,Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,General & Acute,458.0,428.9130434782609,93.64913613062464
2025-26,Q3,December,Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,General & Acute,456.95652173913044,412.6195652173913,90.29733587059943
2025-26,Q3,December,Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,General & Acute,532.3369565217391,481.6521739130435,90.4788157223073
2025-26,Q3,December,Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,General & Acute,242.8913043478261,181.4673913043478,74.71135773740266
2025-26,Q3,December,Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,General & Acute,973.695652173913,853.4782608695652,87.65349408350079
2025-26,Q3,December,Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,General & Acute,422.0,336.6521739130435,79.77539666185865
2025-26,Q3,December,Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,General & Acute,461.1847826086956,414.4130434782609,89.85835159914211
2025-26,Q3,December,Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,General & Acute,1044.2826086956522,952.0326086956521,91.16618439952535
2025-26,Q3,December,Y58,RH5,SOMERSET NHS FOUNDATION TRUST,General & Acute,1122.141304347826,986.2173913043479,87.8870947431638
2025-26,Q3,December,Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,General & Acute,1100.9021739130435,1030.2391304347825,93.58135126329195
2025-26,Q3,December,Y60,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,General & Acute,11.869565217391305,9.380434782608695,79.02930402930403
2025-26,Q3,December,Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,General & Acute,1216.6847826086957,1129.8695652173913,92.86460892482243
2025-26,Q3,December,Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,General & Acute,1515.0326086956522,1382.0108695652175,91.2198761685428
2025-26,Q3,December,Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,General & Acute,1106.2608695652175,1053.3152173913043,95.21399937116803
2025-26,Q3,December,Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,General & Acute,575.5434782608696,549.8804347826087,95.54107648725211
2025-26,Q3,December,Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,General & Acute,1209.891304347826,1005.1630434782609,83.07878896774774
2025-26,Q3,December,Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,General & Acute,963.4130434782609,896.2282608695652,93.02637813931449
2025-26,Q3,December,Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,General & Acute,425.6521739130435,405.7717391304348,95.329417773238
2025-26,Q3,December,Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,General & Acute,809.1086956521739,801.2717391304348,99.0314086891104
2025-26,Q3,December,Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,General & Acute,56.630434782608695,55.22826086956522,97.52399232245682
2025-26,Q3,December,Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,General & Acute,442.9130434782609,397.07608695652175,89.65102581721803
2025-26,Q3,December,Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,General & Acute,1359.804347826087,1237.9347826086957,91.03771322600758
2025-26,Q3,December,Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,General & Acute,541.4130434782609,485.19565217391306,89.61654286287894
2025-26,Q3,December,Y62,RJN,EAST CHESHIRE NHS TRUST,General & Acute,307.0,282.54347826086956,92.03370627389889
2025-26,Q3,December,Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,General & Acute,512.2934782608696,438.2826086956522,85.55303303558168
2025-26,Q3,December,Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,General & Acute,1357.0,1200.5978260869565,88.47441607125693
2025-26,Q3,December,Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,General & Acute,682.9239130434783,645.0,94.44683187699947
2025-26,Q3,December,Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,General & Acute,1058.358695652174,963.7934782608696,91.0649179923795
2025-26,Q3,December,Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,General & Acute,1072.195652173913,1041.554347826087,97.1421909531437
2025-26,Q3,December,Y56,RKE,WHITTINGTON HEALTH NHS TRUST,General & Acute,249.0326086956522,232.82608695652175,93.49220898258478
2025-26,Q3,December,Y56,RKL,WEST LONDON NHS TRUST,General & Acute,68.6195652173913,54.21739130434783,79.01156344051957
2025-26,Q3,December,Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,General & Acute,129.65217391304347,101.30434782608695,78.13547954393026
2025-26,Q3,December,Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,General & Acute,801.8260869565217,764.8804347826087,95.39231102917255
2025-26,Q3,December,Y60,RLQ,WYE VALLEY NHS TRUST,General & Acute,296.3369565217391,284.4130434782609,95.9762315225764
2025-26,Q3,December,Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,General & Acute,392.29347826086956,389.4782608695652,99.28236956581972
2025-26,Q3,December,Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,General & Acute,906.8369565217391,863.7717391304348,95.25105179254216
2025-26,Q3,December,Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,General & Acute,1520.5978260869565,1418.0869565217392,93.25851531505774
2025-26,Q3,December,Y62,RMC,BOLTON NHS FOUNDATION TRUST,General & Acute,567.0760869565217,503.55434782608694,88.79837457591381
2025-26,Q3,December,Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,General & Acute,451.8152173913044,422.1304347826087,93.42988428320542
2025-26,Q3,December,Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,General & Acute,564.5652173913044,542.75,96.13592606854063
2025-26,Q3,December,Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,General & Acute,858.2608695652174,750.9565217391304,87.49746707193515
2025-26,Q3,December,Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,General & Acute,539.8586956521739,505.42391304347825,93.6215193186623
2025-26,Q3,December,Y61,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,General & Acute,632.7282608695652,601.3478260869565,95.0404562711515
2025-26,Q3,December,Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,General & Acute,583.3913043478261,529.4239130434783,90.7493665225816
2025-26,Q3,December,Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,General & Acute,526.8152173913044,512.2826086956521,97.24142199847317
2025-26,Q3,December,Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,General & Acute,693.2065217391304,634.3369565217391,91.50764406115249
2025-26,Q3,December,Y59,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,General & Acute,111.31521739130434,107.57608695652173,96.64095303193048
2025-26,Q3,December,Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,General & Acute,443.0869565217391,425.4347826086956,96.01609263075262
2025-26,Q3,December,Y60,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,General & Acute,210.3804347826087,177.8804347826087,84.551795401705
2025-26,Q3,December,Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,General & Acute,219.3913043478261,172.0108695652174,78.4036860879905
2025-26,Q3,December,Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,General & Acute,735.5978260869565,681.0760869565217,92.58810491318803
2025-26,Q3,December,Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,General & Acute,9.565217391304348,2.8043478260869565,29.31818181818182
2025-26,Q3,December,Y59,RPA,MEDWAY NHS FOUNDATION TRUST,General & Acute,613.7391304347826,511.39130434782606,83.32388778690847
2025-26,Q3,December,Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,General & Acute,50.90217391304348,27.184782608695652,53.405936365577624
2025-26,Q3,December,Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,General & Acute,201.7608695652174,174.25,86.36461588190927
2025-26,Q3,December,Y61,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,General & Acute,252.0326086956522,222.29347826086956,88.20028464225643
2025-26,Q3,December,Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,General & Acute,780.5869565217391,759.554347826087,97.30553930988387
2025-26,Q3,December,Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,General & Acute,451.0,429.3804347826087,95.20630482984672
2025-26,Q3,December,Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,General & Acute,275.54347826086956,242.79347826086956,88.11439842209073
2025-26,Q3,December,Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,General & Acute,450.14130434782606,428.7391304347826,95.24545432593631
2025-26,Q3,December,Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,General & Acute,1758.9347826086957,1665.3804347826087,94.68119291567277
2025-26,Q3,December,Y60,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,General & Acute,155.0,146.45652173913044,94.48807854137448
2025-26,Q3,December,Y62,RRF,"WRIGHTINGTON,  WIGAN AND LEIGH NHS FOUNDATION TRUST",General & Acute,704.5869565217391,501.6521739130435,71.1980500447379
2025-26,Q3,December,Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,General & Acute,106.80434782608695,78.67391304347827,73.6617138204763
2025-26,Q3,December,Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,General & Acute,2769.0,2675.1304347826085,96.609983199083
2025-26,Q3,December,Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,General & Acute,852.5434782608696,672.3586956521739,78.86503302139377
2025-26,Q3,December,Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,General & Acute,100.6304347826087,83.8586956521739,83.33333333333333
2025-26,Q3,December,Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,General & Acute,1457.5217391304348,1213.7065217391305,83.2719327029204
2025-26,Q3,December,Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,General & Acute,833.8369565217391,805.3478260869565,96.58336918123395
2025-26,Q3,December,Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,General & Acute,856.7173913043479,766.3804347826087,89.45545433784162
2025-26,Q3,December,Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,General & Acute,1453.0652173913043,1346.0760869565217,92.6370042339283
2025-26,Q3,December,Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,General & Acute,1019.4565217391304,922.8913043478261,90.52777481607848
2025-26,Q3,December,Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,General & Acute,455.8478260869565,411.0326086956522,90.16882063999238
2025-26,Q3,December,Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,General & Acute,669.1304347826087,625.804347826087,93.52501624431449
2025-26,Q3,December,Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,General & Acute,942.1847826086956,833.4782608695652,88.4622927746565
2025-26,Q3,December,Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,General & Acute,588.6086956521739,514.5760869565217,87.42244053774562
2025-26,Q3,December,Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,General & Acute,73.96739130434783,69.48913043478261,93.94562821454812
2025-26,Q3,December,Y58,RVJ,NORTH BRISTOL NHS TRUST,General & Acute,947.6521739130435,921.0652173913044,97.19443934666911
2025-26,Q3,December,Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,General & Acute,682.1304347826087,582.9021739130435,85.45318375932182
2025-26,Q3,December,Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,General & Acute,1048.1304347826087,955.8913043478261,91.1996515534907
2025-26,Q3,December,Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,General & Acute,521.5760869565217,488.7391304347826,93.70428258830886
2025-26,Q3,December,Y59,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,General & Acute,184.95652173913044,174.31521739130434,94.24659144334744
2025-26,Q3,December,Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,General & Acute,1114.0217391304348,1031.2065217391305,92.56610401014734
2025-26,Q3,December,Y60,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,General & Acute,968.5,798.445652173913,82.44147157190636
2025-26,Q3,December,Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,General & Acute,1723.8260869565217,1584.891304347826,91.94032485875707
2025-26,Q3,December,Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,General & Acute,684.1195652173913,603.8369565217391,88.26482784918731
2025-26,Q3,December,Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,General & Acute,663.0,516.7391304347826,77.9395370188209
2025-26,Q3,December,Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,General & Acute,576.2173913043479,515.3478260869565,89.43635403304911
2025-26,Q3,December,Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,General & Acute,639.7065217391304,583.9673913043479,91.2867653305694
2025-26,Q3,December,Y56,RWK,EAST LONDON NHS FOUNDATION TRUST,General & Acute,39.0,36.82608695652174,94.4258639910814
2025-26,Q3,December,Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,General & Acute,887.0,814.3369565217391,91.80799960786236
2025-26,Q3,December,Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,General & Acute,575.6195652173913,535.75,93.07362577185265
2025-26,Q3,December,Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,General & Acute,35.45652173913044,29.782608695652176,83.99754751686082
2025-26,Q3,December,Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,General & Acute,757.7282608695652,654.7717391304348,86.41247435842261
2025-26,Q3,December,Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,General & Acute,1635.054347826087,1437.9891304347825,87.9474821339538
2025-26,Q3,December,Y63,RX4,"CUMBRIA,  NORTHUMBERLAND,  TYNE AND WEAR NHS FOUNDATION TRUST",General & Acute,49.0,42.90217391304348,87.55545696539485
2025-26,Q3,December,Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,General & Acute,701.8478260869565,625.5869565217391,89.13427288214342
2025-26,Q3,December,Y63,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,General & Acute,56.0,48.0,85.71428571428571
2025-26,Q3,December,Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,General & Acute,1078.0978260869565,973.6304347826087,90.31002671774966
2025-26,Q3,December,Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,General & Acute,24.0,18.98913043478261,79.1213768115942
2025-26,Q3,December,Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,General & Acute,571.2391304347826,494.3695652173913,86.54336491989191
2025-26,Q3,December,Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,General & Acute,738.0,707.4891304347826,95.86573583127137
2025-26,Q3,December,Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,General & Acute,790.445652173913,782.4239130434783,98.98516247026306
2025-26,Q3,December,Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,General & Acute,942.6739130434783,900.7608695652174,95.55381315868367
2025-26,Q3,December,Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,General & Acute,493.0,491.32608695652175,99.6604638857042
2025-26,Q3,December,Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,General & Acute,908.6521739130435,859.3804347826087,94.57749174601656
2025-26,Q3,December,Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,General & Acute,779.7934782608696,713.0,91.43446564725888
2025-26,Q3,December,Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,General & Acute,75.31521739130434,68.40217391304348,90.82118631837207
2025-26,Q3,December,Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,General & Acute,75.05434782608695,33.27173913043478,44.330195510499635
2025-26,Q3,December,Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,General & Acute,1038.6739130434783,982.1630434782609,94.55932522656397
2025-26,Q3,December,Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,General & Acute,1823.0,1693.3804347826087,92.88976603305589
2025-26,Q3,December,Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,General & Acute,252.18478260869566,176.82608695652175,70.11766734192491
2025-26,Q4,March,Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,General & Acute,2067.0666666666666,1865.0,90.22447268270658
2025-26,Q4,March,Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,General & Acute,1121.3777777777777,986.1222222222223,87.93844873370061
2025-26,Q4,March,Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,General & Acute,1062.9777777777779,1000.7111111111111,94.14224191997323
2025-26,Q4,March,Y60,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,General & Acute,39.0,35.82222222222222,91.85185185185185
2025-26,Q4,March,Y59,R1F,ISLE OF WIGHT NHS TRUST,General & Acute,283.84444444444443,273.5444444444444,96.3712518593909
2025-26,Q4,March,Y56,R1H,BARTS HEALTH NHS TRUST,General & Acute,2010.2333333333333,1788.588888888889,88.97419315612892
2025-26,Q4,March,Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,General & Acute,1035.1888888888889,1005.2333333333333,97.10627153391222
2025-26,Q4,March,Y61,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,General & Acute,87.0,78.37777777777778,90.08939974457216
2025-26,Q4,March,Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,General & Acute,476.0,452.0,94.9579831932773
2025-26,Q4,March,Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,General & Acute,1021.9777777777778,960.5222222222222,93.9866054926178
2025-26,Q4,March,Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,General & Acute,385.74444444444447,369.1777777777778,95.70527407322061
2025-26,Q4,March,Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,General & Acute,616.8111111111111,582.0333333333333,94.36168104768252
2025-26,Q4,March,Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,General & Acute,1701.1333333333334,1684.2444444444445,99.00719781583518
2025-26,Q4,March,Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,General & Acute,1410.0444444444445,1390.6444444444444,98.6241568429679
2025-26,Q4,March,Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,General & Acute,175.0222222222222,113.67777777777778,64.95048247841544
2025-26,Q4,March,Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,General & Acute,397.7,372.65555555555557,93.70267929483418
2025-26,Q4,March,Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,General & Acute,159.96666666666667,145.4,90.89393623671599
2025-26,Q4,March,Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,General & Acute,400.94444444444446,371.03333333333336,92.53983649715948
2025-26,Q4,March,Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,General & Acute,333.03333333333336,319.47777777777776,95.92967003636605
2025-26,Q4,March,Y60,RBK,WALSALL HEALTHCARE NHS TRUST,General & Acute,478.46666666666664,443.27777777777777,92.64548790116577
2025-26,Q4,March,Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,General & Acute,785.0888888888888,724.3,92.25706926321152
2025-26,Q4,March,Y62,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,General & Acute,1198.7888888888888,1165.6777777777777,97.23795311935194
2025-26,Q4,March,Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,General & Acute,173.37777777777777,137.32222222222222,79.2040502435273
2025-26,Q4,March,Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,General & Acute,203.0,151.95555555555555,74.85495347564313
2025-26,Q4,March,Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,General & Acute,532.1,497.85555555555555,93.56428407358683
2025-26,Q4,March,Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,General & Acute,187.05555555555554,175.34444444444443,93.73923373923374
2025-26,Q4,March,Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,General & Acute,1075.8666666666666,1041.4666666666667,96.80257776676169
2025-26,Q4,March,Y63,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,General & Acute,838.8,831.1555555555556,99.08864515445346
2025-26,Q4,March,Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,General & Acute,285.02222222222224,281.81111111111113,98.87338219242164
2025-26,Q4,March,Y63,RCF,AIREDALE NHS FOUNDATION TRUST,General & Acute,380.2111111111111,359.14444444444445,94.45921856278676
2025-26,Q4,March,Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,General & Acute,140.32222222222222,97.38888888888889,69.40375326629187
2025-26,Q4,March,Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",General & Acute,489.56666666666666,487.47777777777776,99.57331880801615
2025-26,Q4,March,Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,General & Acute,509.76666666666665,497.15555555555557,97.5261012663746
2025-26,Q4,March,Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,General & Acute,572.0,493.18888888888887,86.22183372183372
2025-26,Q4,March,Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,General & Acute,1233.2888888888888,1182.1,95.8493999783776
2025-26,Q4,March,Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,General & Acute,1389.5555555555557,1240.1555555555556,89.24836078682232
2025-26,Q4,March,Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,General & Acute,673.4222222222222,671.0444444444445,99.64691129883845
2025-26,Q4,March,Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,General & Acute,1533.6333333333334,1477.4222222222222,96.33477508023792
2025-26,Q4,March,Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,General & Acute,95.0,86.3,90.84210526315789
2025-26,Q4,March,Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,General & Acute,22.355555555555554,14.055555555555555,62.8727634194831
2025-26,Q4,March,Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,General & Acute,158.0,129.83333333333334,82.17299578059072
2025-26,Q4,March,Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",General & Acute,896.0,868.6444444444444,96.9469246031746
2025-26,Q4,March,Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,General & Acute,476.74444444444447,436.44444444444446,91.54683384995455
2025-26,Q4,March,Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,General & Acute,475.6333333333333,439.05555555555554,92.30966897937253
2025-26,Q4,March,Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,General & Acute,555.1888888888889,506.5444444444444,91.23821722336743
2025-26,Q4,March,Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,General & Acute,244.63333333333333,183.9777777777778,75.20552300495072
2025-26,Q4,March,Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,General & Acute,999.7777777777778,879.5,87.96954878861969
2025-26,Q4,March,Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,General & Acute,485.84444444444443,448.03333333333336,92.21744499839913
2025-26,Q4,March,Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,General & Acute,1067.588888888889,952.8777777777777,89.25512317475514
2025-26,Q4,March,Y58,RH5,SOMERSET NHS FOUNDATION TRUST,General & Acute,1144.0666666666666,1015.1888888888889,88.73511644620554
2025-26,Q4,March,Y58,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,General & Acute,1100.6333333333334,1041.8333333333333,94.65762136951452
2025-26,Q4,March,Y60,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,General & Acute,12.133333333333333,9.488888888888889,78.2051282051282
2025-26,Q4,March,Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,General & Acute,1228.9333333333334,1045.7555555555555,85.094571624896
