year,quarter,period_end,available_total,occupied_total,occupancy_total,available_general_acute,occupied_general_acute,occupancy_general_acute,quarter_order,available_change,occupied_change,occupancy_change_pp
2025-26,Q1,June,129716.45054945051,115713.1428571429,89.2046786409953,104259.82417582416,95349.63736263735,91.45386357245276,1,,,
2025-26,Q2,September,129378.2173913044,114955.51086956522,88.85229151201109,103119.97826086967,93755.59782608696,90.91894646147713,2,-338.2331581461185,-757.6319875776826,-0.3523871289842049
2025-26,Q3,December,129905.3586956522,115982.52173913042,89.2823228415536,103824.2391304348,94968.95652173918,91.4708909182848,3,527.1413043478096,1027.0108695652016,0.43003132954250134
2025-26,Q4,March,128091.22222222226,115369.11111111108,90.06792901933599,102422.61111111112,94736.90000000001,92.49607969594386,4,-1814.1364734299423,-613.4106280193373,0.7856061777823982
