year,quarter,period_end,region_code,org_code,org_name,available_total,occupied_total,occupancy_total,available_general_acute,occupied_general_acute,occupancy_general_acute,available_learning_disabilities,occupied_learning_disabilities,occupancy_learning_disabilities,available_maternity,occupied_maternity,occupancy_maternity,available_mental_illness,occupied_mental_illness,occupancy_mental_illness,occupancy_band,high_occupancy_92,high_occupancy_95
2025-26,Q1,June,Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,1244.934065934066,1096.7692307692307,88.09857973854479,1168.934065934066,1060.1538461538462,90.6940671034943,0.0,0.0,,76.0,36.61538461538461,48.178137651821864,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q1,June,Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,789.0879120879121,660.5494505494505,83.71050176166669,736.1428571428571,636.2857142857143,86.43508635746169,0.0,0.0,,52.94505494505494,24.263736263736263,45.82814445828144,0.0,0.0,,Below 85%,False,False
2025-26,Q1,June,Y63,RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",715.0,613.7692307692307,85.84185045723507,0.0,0.0,,107.0,62.37362637362637,58.29310876039848,0.0,0.0,,608.0,551.3956043956044,90.69006651243494,85–91.9% Moderate-high occupancy,False,False
2025-26,Q1,June,Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",764.0,689.2417582417582,90.21488982221967,49.0,42.61538461538461,86.97017268445839,75.0,60.15384615384615,80.2051282051282,0.0,0.0,,640.0,586.4725274725274,91.63633241758241,85–91.9% Moderate-high occupancy,False,False
2025-26,Q1,June,Y63,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,226.27472527472528,204.84615384615384,90.52984313535039,61.637362637362635,50.92307692307692,82.6172223212694,0.0,0.0,,0.0,0.0,,164.63736263736263,153.92307692307693,93.49219062875451,85–91.9% Moderate-high occupancy,False,False
2025-26,Q1,June,Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,1140.3846153846155,980.1758241758242,85.95133702722235,1080.2087912087911,940.8681318681319,87.1005808807821,0.0,0.0,,60.175824175824175,39.30769230769231,65.32140248356465,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q1,June,Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,561.0,476.9230769230769,85.01302618949677,24.0,18.923076923076923,78.84615384615384,24.0,14.54945054945055,60.62271062271062,0.0,0.0,,513.0,443.45054945054943,86.44260223207591,85–91.9% Moderate-high occupancy,False,False
2025-26,Q1,June,Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,982.1318681318681,900.4175824175824,91.67990690804932,921.1318681318681,866.9120879120879,94.11378738532385,0.0,0.0,,61.0,33.505494505494504,54.92704017294181,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q1,June,Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,62.34065934065934,32.84615384615385,52.68817204301075,62.34065934065934,32.84615384615385,52.68817204301075,0.0,0.0,,0.0,0.0,,0.0,0.0,,Below 85%,False,False
2025-26,Q1,June,Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,194.0,169.84615384615384,87.54956383822363,0.0,0.0,,8.0,4.846153846153846,60.57692307692307,0.0,0.0,,186.0,165.0,88.70967741935483,85–91.9% Moderate-high occupancy,False,False
2025-26,Q1,June,Y63,TAH,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,137.0,129.2967032967033,94.3771556910243,0.0,0.0,,0.0,0.0,,0.0,0.0,,137.0,129.2967032967033,94.3771556910243,92–94.9% High occupancy,True,False
2025-26,Q1,June,Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,701.6263736263736,619.4285714285714,88.28467610575116,647.6263736263736,589.021978021978,90.95089422065362,0.0,0.0,0.0,54.0,30.406593406593405,56.3085063085063,0.0,0.0,0.0,85–91.9% Moderate-high occupancy,False,False
2025-26,Q1,June,Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,395.3736263736264,296.8021978021978,75.06879012757442,262.75824175824175,206.03296703296704,78.41160971937602,0.0,0.0,0.0,102.0,73.12087912087912,71.68713639301875,30.615384615384617,17.64835164835165,57.645369705671214,Below 85%,False,False
2025-26,Q2,September,Y56,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,690.0,646.7282608695652,93.72873345935729,0.0,0.0,,27.0,20.07608695652174,74.35587761674718,0.0,0.0,,663.0,626.6521739130435,94.5176732900518,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y56,R1H,BARTS HEALTH NHS TRUST,2158.108695652174,1933.9347826086957,89.61248274958952,1959.5,1796.7608695652175,91.69486448406316,0.0,0.0,,198.6086956521739,137.17391304347825,69.06742556917688,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,1084.608695652174,1018.0869565217391,93.86675218471898,1024.2717391304348,976.0217391304348,95.28933600755573,0.0,0.0,,60.33695652173913,42.06521739130435,69.71716807782383,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,1494.1847826086957,1409.4565217391305,94.32946568217363,1405.5760869565217,1369.445652173913,97.42949278108156,0.0,0.0,,88.6086956521739,40.01086956521739,45.15456329735035,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,142.25,103.58695652173913,72.82035607855123,142.25,103.58695652173913,72.82035607855123,0.0,0.0,,0.0,0.0,,0.0,0.0,,Below 85%,False,False
2025-26,Q2,September,Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,451.4347826086956,388.1304347826087,85.97707791582394,389.1304347826087,355.25,91.29329608938548,0.0,0.0,,62.30434782608695,32.880434782608695,52.77390090718772,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,399.9891304347826,356.0326086956522,89.01057093942771,158.9891304347826,139.2826086956522,87.60511383058729,0.0,0.0,,0.0,0.0,,241.0,216.75,89.93775933609959,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,425.0,373.3478260869565,87.846547314578,365.0,329.79347826086956,90.35437760571769,0.0,0.0,,60.0,43.55434782608695,72.59057971014492,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1057.0,919.1739130434783,86.96063510345111,991.0,863.1195652173913,87.095818891765,0.0,0.0,,66.0,56.05434782608695,84.93083003952569,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1293.8369565217392,1066.0760869565217,82.3964782875337,1221.0978260869565,1006.6630434782609,82.43918070873502,0.0,0.0,,72.73913043478261,59.41304347826087,81.67961745367603,0.0,0.0,,Below 85%,False,False
2025-26,Q2,September,Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1036.608695652174,927.5217391304348,89.47655398037077,961.6086956521739,864.5,89.9014332866121,0.0,0.0,,75.0,63.02173913043478,84.02898550724638,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,477.7391304347826,428.95652173913044,89.78886057517292,420.3695652173913,394.7608695652174,93.90805192118735,0.0,0.0,,57.369565217391305,34.19565217391305,59.60591133004927,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,882.8260869565217,842.7065217391304,95.45555281950257,819.8260869565217,813.4347826086956,99.22040729741197,0.0,0.0,,63.0,29.27173913043478,46.46307798481711,0.0,0.0,,95%+ Very high occupancy,True,True
2025-26,Q2,September,Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1470.0,1274.358695652174,86.69106773144041,1350.0,1204.195652173913,89.19967793880838,0.0,0.0,,120.0,70.16304347826087,58.46920289855073,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RKE,WHITTINGTON HEALTH NHS TRUST,286.9782608695652,249.52173913043478,86.94795848799333,242.80434782608697,223.17391304347825,91.91512221326886,0.0,0.0,,44.17391304347826,26.347826086956523,59.645669291338585,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RKL,WEST LONDON NHS TRUST,759.8369565217391,665.8804347826087,87.63464702095702,70.0,53.54347826086956,76.49068322981365,0.0,0.0,,0.0,0.0,,689.8369565217391,612.3369565217391,88.76546127786969,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,229.1304347826087,184.7173913043478,80.61669829222011,221.1304347826087,178.82608695652175,80.86905230043257,0.0,0.0,,0.0,0.0,,8.0,5.891304347826087,73.6413043478261,Below 85%,False,False
2025-26,Q2,September,Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,9.565217391304348,4.880434782608695,51.02272727272727,9.565217391304348,4.880434782608695,51.02272727272727,0.0,0.0,,0.0,0.0,,0.0,0.0,,Below 85%,False,False
2025-26,Q2,September,Y56,RPG,OXLEAS NHS FOUNDATION TRUST,366.0,332.04347826086956,90.72226181990972,0.0,0.0,,0.0,0.0,,0.0,0.0,,366.0,332.04347826086956,90.72226181990972,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,203.97826086956522,178.5,87.50932537567941,203.97826086956522,178.5,87.50932537567941,0.0,0.0,,0.0,0.0,,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,859.5108695652174,802.2826086956521,93.34176414796079,768.5108695652174,734.7282608695652,95.60414692445866,0.0,0.0,,91.0,67.55434782608695,74.23554706163401,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,315.2391304347826,263.3369565217391,83.53561823322528,274.2391304347826,232.59782608695653,84.81569560047562,0.0,0.0,,41.0,30.73913043478261,74.97348886532343,0.0,0.0,,Below 85%,False,False
2025-26,Q2,September,Y56,RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,351.0217391304348,317.3804347826087,90.41617637951322,0.0,0.0,,12.0,11.532608695652174,96.10507246376811,0.0,0.0,,339.0217391304348,305.8478260869565,90.21481243988457,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,897.4782608695652,670.2934782608696,74.68631915512063,853.4782608695652,648.1630434782609,75.94370860927152,0.0,0.0,,32.0,16.26086956521739,50.815217391304344,12.0,5.869565217391305,48.91304347826087,Below 85%,False,False
2025-26,Q2,September,Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,694.554347826087,605.8586956521739,87.22984710245856,74.53260869565217,68.01086956521739,91.2498177045355,11.815217391304348,3.9347826086956523,33.30266789328427,0.0,0.0,,608.2065217391304,533.9130434782609,87.78482709319991,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,783.8913043478261,624.4782608695652,79.66388418980004,688.8913043478261,594.1521739130435,86.24759380226577,0.0,0.0,,95.0,30.32608695652174,31.92219679633867,0.0,0.0,,Below 85%,False,False
2025-26,Q2,September,Y56,RWK,EAST LONDON NHS FOUNDATION TRUST,853.2608695652174,782.6521739130435,91.72484076433122,23.26086956521739,16.72826086956522,71.9158878504673,0.0,0.0,,0.0,0.0,,830.0,765.9239130434783,92.27998952331063,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1096.858695652174,1031.0869565217392,94.0036269584089,1033.9347826086957,973.0326086956521,94.10966968734886,0.0,0.0,,62.92391304347826,58.05434782608695,92.26118500604595,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,False,False
2025-26,Q2,September,Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,1119.9130434782608,978.3260869565217,87.35732587933846,1059.9130434782608,945.2173913043479,89.17876774140619,0.0,0.0,,60.0,33.108695652173914,55.18115942028986,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,1040.3369565217392,974.445652173913,93.66634974036421,968.2826086956521,929.3695652173913,95.98123077613884,0.0,0.0,,72.05434782608695,45.07608695652174,62.55845527228844,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,386.5108695652174,362.9673913043478,93.90871509322535,386.5108695652174,362.9673913043478,93.90871509322535,0.0,0.0,,0.0,0.0,,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,360.7391304347826,322.57608695652175,89.42087501506568,328.7391304347826,308.9347826086956,93.97566459463033,0.0,0.0,,32.0,13.641304347826088,42.62907608695652,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,568.9782608695652,530.7065217391304,93.27360256753141,511.6195652173913,499.8152173913044,97.69274894304107,0.0,0.0,,57.358695652173914,30.891304347826086,53.85635777904112,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,200.47826086956522,162.97826086956522,81.29472999349382,0.0,0.0,,0.0,0.0,,0.0,0.0,,200.47826086956522,162.97826086956522,81.29472999349382,Below 85%,False,False
2025-26,Q2,September,Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,714.1086956521739,648.4673913043479,90.80793935888461,643.4347826086956,618.1195652173913,96.06561254138792,0.0,0.0,,70.67391304347827,30.347826086956523,42.94063365118425,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y58,RH5,SOMERSET NHS FOUNDATION TRUST,1296.0869565217392,1133.1630434782608,87.42955384099294,1160.9347826086957,1014.25,87.36494204445442,0.0,0.0,,37.0,28.16304347826087,76.11633372502938,98.15217391304348,90.75,92.45847176079734,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,1161.2391304347825,1024.0869565217392,88.18915326581427,1100.9021739130435,1007.7608695652174,91.53954760423763,0.0,0.0,,60.33695652173913,16.32608695652174,27.05818771392542,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,173.55434782608697,159.07608695652175,91.65779420053862,56.95652173913044,55.20652173913044,96.92748091603053,0.0,0.0,,0.0,0.0,,116.59782608695652,103.8695652173913,89.08362077001958,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,1105.5,1003.1739130434783,90.74390891392838,1047.5,954.4673913043479,91.11860537511674,0.0,0.0,,58.0,48.70652173913044,83.97676161919041,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,576.804347826087,547.7391304347826,94.96099197226096,546.804347826087,522.6195652173913,95.57706834174849,0.0,0.0,,30.0,25.119565217391305,83.73188405797102,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,466.4782608695652,434.0,93.03756174853201,442.4782608695652,418.0652173913044,94.48265697160264,0.0,0.0,,24.0,15.934782608695652,66.39492753623189,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,903.5760869565217,834.1086956521739,92.3119488986996,857.5760869565217,814.8369565217391,95.01628705780955,0.0,0.0,,46.0,19.27173913043478,41.895085066162565,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y58,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,165.8913043478261,155.06521739130434,93.47398768182413,0.0,0.0,,7.0,2.891304347826087,41.30434782608695,0.0,0.0,,158.8913043478261,152.17391304347825,95.7723354768094,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y58,RVJ,NORTH BRISTOL NHS TRUST,1009.695652173913,956.6413043478261,94.74551091590234,936.695652173913,899.4239130434783,96.02093390271074,0.0,0.0,,61.0,52.59782608695652,86.22594440484676,12.0,4.619565217391305,38.49637681159421,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y58,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,486.8804347826087,436.25,89.60105373607483,0.0,0.0,,0.0,0.0,,0.0,0.0,,486.8804347826087,436.25,89.60105373607483,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y58,RWV,DEVON PARTNERSHIP NHS TRUST,262.05434782608694,254.90217391304347,97.27072877348708,0.0,0.0,,0.4673913043478261,0.4673913043478261,100.0,0.0,0.0,,261.5869565217391,254.43478260869566,97.26585223967423,95%+ Very high occupancy,True,True
2025-26,Q2,September,Y59,R1F,ISLE OF WIGHT NHS TRUST,289.7826086956522,268.2608695652174,92.57314328582144,273.7826086956522,261.32608695652175,95.45021438780371,0.0,0.0,,16.0,6.934782608695652,43.34239130434783,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y59,RA2,ROYAL SURREY NHS FOUNDATION TRUST,539.0,456.45652173913044,84.68581108332661,476.0,440.9782608695652,92.64249177932041,0.0,0.0,,63.0,15.478260869565217,24.568668046928916,0.0,0.0,,Below 85%,False,False
2025-26,Q2,September,Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1415.0652173913043,1239.3152173913043,87.5800777349331,1282.9239130434783,1172.2173913043478,91.37076481203772,0.0,0.0,,132.1413043478261,67.09782608695652,50.77732993337172,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1253.9130434782608,1129.8804347826087,90.10835644937588,1197.5869565217392,1092.9130434782608,91.25959810488482,0.0,0.0,,56.32608695652174,36.96739130434783,65.63103049015824,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,1097.5434782608695,1041.1739130434783,94.86402440232139,1053.5434782608695,1003.0326086956521,95.20562078286528,0.0,0.0,,44.0,38.141304347826086,86.68478260869566,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,672.0434782608696,628.7608695652174,93.55955230639839,627.5652173913044,586.6630434782609,93.4824026603852,0.0,0.0,,44.47826086956522,42.09782608695652,94.64809384164224,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,567.8260869565217,525.1630434782609,92.48660030627872,532.2173913043479,489.55434782608694,91.98390654358303,0.0,0.0,,35.608695652173914,35.608695652173914,100.0,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y59,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,532.7717391304348,443.0869565217391,83.16637763949811,114.77173913043478,109.20652173913044,95.1510559712094,10.0,4.978260869565218,49.78260869565217,0.0,0.0,,408.0,328.9021739130435,80.6132779198636,Below 85%,False,False
2025-26,Q2,September,Y59,RPA,MEDWAY NHS FOUNDATION TRUST,659.0978260869565,547.1413043478261,83.01367152068869,613.7391304347826,517.1739130434783,84.26608104278831,0.0,0.0,,45.358695652173914,29.967391304347824,66.06757728253055,0.0,0.0,,Below 85%,False,False
2025-26,Q2,September,Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,47.869565217391305,28.347826086956523,59.218891916439595,47.869565217391305,28.347826086956523,59.218891916439595,0.0,0.0,,0.0,0.0,,0.0,0.0,,Below 85%,False,False
2025-26,Q2,September,Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1091.6739130434783,1019.2826086956521,93.3687794969831,990.6739130434783,937.0217391304348,94.58427508722652,0.0,0.0,,101.0,82.26086956521739,81.44640551011622,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,502.6304347826087,436.55434782608694,86.85394230353359,448.6304347826087,394.7717391304348,87.99486359451471,0.0,0.0,,54.0,41.78260869565217,77.37520128824477,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,698.6630434782609,643.4673913043479,92.09981797532555,670.6304347826087,625.5434782608696,93.2769295601154,0.0,0.0,,28.032608695652176,17.92391304347826,63.93951143854208,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1135.0217391304348,1005.4673913043479,88.58573863745188,1052.5326086956522,954.3913043478261,90.67569939999794,0.0,0.0,,82.48913043478261,51.07608695652174,61.91856634602715,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y59,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,685.3260869565217,646.5760869565217,94.34575733544806,189.08695652173913,178.09782608695653,94.18831915382847,10.0,7.336956521739131,73.36956521739131,0.0,0.0,,486.2391304347826,461.14130434782606,94.83837796754146,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,718.0108695652174,608.445652173913,84.74045142831191,675.0108695652174,587.7934782608696,87.07911305776076,0.0,0.0,,43.0,20.652173913043477,48.0283114256825,0.0,0.0,,Below 85%,False,False
2025-26,Q2,September,Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,170.72826086956522,150.80434782608697,88.33004392945821,42.57608695652174,36.23913043478261,85.1161603267807,8.815217391304348,5.043478260869565,57.21331689272503,0.0,0.0,,119.33695652173913,109.52173913043478,91.77520721377175,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y59,RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,562.695652173913,528.4891304347826,93.92095503013445,0.0,0.0,,8.0,5.358695652173913,66.9836956521739,0.0,0.0,,554.695652173913,523.1304347826087,94.30945289230289,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,769.9130434782609,666.0978260869565,86.5159814772984,745.9130434782609,645.7934782608696,86.57758218698997,0.0,0.0,,24.0,20.304347826086957,84.60144927536231,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,557.0,528.8586956521739,94.94770119428615,500.0,493.85869565217394,98.77173913043478,0.0,0.0,,57.0,35.0,61.40350877192983,0.0,0.0,,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y59,RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,177.09782608695653,166.75,94.15699993862394,0.0,0.0,,7.0,3.782608695652174,54.037267080745345,0.0,0.0,,170.09782608695653,162.9673913043478,95.80803885232282,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y59,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,450.45652173913044,410.5326086956522,91.13701076202886,0.0,0.0,,0.0,0.0,,0.0,0.0,,450.45652173913044,410.5326086956522,91.13701076202886,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,1967.0,1745.3804347826087,88.73311818925312,1828.0,1682.3260869565217,92.0309675577966,0.0,0.0,,139.0,63.05434782608695,45.36284016265248,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,180.30434782608697,166.9891304347826,92.61514347721243,38.21739130434783,35.18478260869565,92.06484641638224,0.0,0.0,,0.0,0.0,,142.08695652173913,131.80434782608697,92.76315789473686,92–94.9% High occupancy,True,False
2025-26,Q2,September,Y60,RBK,WALSALL HEALTHCARE NHS TRUST,533.945652173913,455.2282608695652,85.25741506015511,502.07608695652175,437.20652173913044,87.07973414734472,0.0,0.0,,31.869565217391305,18.02173913043478,56.54843110504775,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,564.1739130434783,499.94565217391306,88.6155209617756,530.1739130434783,479.0217391304348,90.35181236673775,0.0,0.0,,34.0,20.92391304347826,61.54092071611254,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y60,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,872.304347826087,698.1739130434783,80.037880675871,11.869565217391305,8.847826086956522,74.54212454212454,60.0,55.27173913043478,92.1195652173913,0.0,0.0,,800.4347826086956,634.054347826087,79.21374253123304,Below 85%,False,False
2025-26,Q2,September,Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,483.0652173913044,433.0326086956522,89.6426803474191,443.0652173913044,398.57608695652175,89.95878514302537,0.0,0.0,,40.0,34.45652173913044,86.1413043478261,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1464.0,1263.0978260869565,86.27717391304348,1400.0,1204.9021739130435,86.06444099378882,0.0,0.0,,64.0,58.19565217391305,90.93070652173914,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
2025-26,Q2,September,Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,719.5217391304348,655.5760869565217,91.11275605776784,671.5217391304348,621.4565217391304,92.54451278730981,0.0,0.0,,48.0,34.119565217391305,71.08242753623189,0.0,0.0,,85–91.9% Moderate-high occupancy,False,False
